case_id,n_voters,c1,c3,c5,max_block,n_block_holders,ss_max,ss_controlled,ss_top1,n_voters_in_ss,taxonomy,controller_type
case-deploy-aave-megaeth,120,0.32325177348929696,0.780863682031522,0.8954230530736164,0.32325177348929696,4,0.3102,False,0.3102,50,widely_held_block,delegate_block
case-deploy-aave-metis,20951,0.1666642724440034,0.42576044489013903,0.6024822228295837,0.1666642724440034,8,0.1785,False,0.1785,50,widely_held_block,delegate_block
case-deploy-aave-mode,938,0.2652591370511564,0.6456753998322735,0.8361535184334926,0.2652591370511564,6,0.2923,False,0.2923,50,widely_held_block,delegate_block
case-deploy-aave-neon,9754,0.4254531884503451,0.7362844791421606,0.9572093872274611,0.4254531884503451,5,0.5979,False,0.5979,50,widely_held_block,delegate_block
case-deploy-aave-plasma,103,0.37485226254269366,0.8208359196073247,0.8942628128120481,0.37485226254269366,3,0.3657,False,0.3657,50,widely_held_block,delegate_block
case-deploy-aave-scroll,9365,0.3132263298861422,0.5998987393486129,0.8146094614650029,0.3132263298861422,7,0.3825,False,0.3825,50,widely_held_block,delegate_block
case-deploy-aave-soneium,261,0.4522263941856486,0.728223908847496,0.8336086142884612,0.4522263941856486,5,0.6938,False,0.6938,50,widely_held_block,delegate_block
case-deploy-aave-sonic,551,0.46444397409015253,0.7475427588616095,0.8561531570166511,0.46444397409015253,5,0.7304,False,0.7304,50,widely_held_block,delegate_block
case-deploy-aave-tron,298,0.45084405974781877,0.7200344536045418,0.8425225549655022,0.45084405974781877,5,0.678,False,0.678,50,widely_held_block,delegate_block
case-deploy-aave-zksync,13008,0.14625937022328145,0.43824570395247,0.7013778829444943,0.14625937022328145,7,0.1504,False,0.1491,50,widely_held_block,delegate_block
case-deploy-acrv-crv,16460,0.3624729637741074,0.6459393420398297,0.887183107649589,0.3624729637741074,6,0.496,False,0.496,50,widely_held_block,delegate_block
case-deploy-ausdc-gsm-ethereum,367,0.277204764393785,0.7024016210825148,0.8446629707812118,0.277204764393785,6,0.3054,False,0.3054,50,widely_held_block,delegate_block
case-deploy-bal-abal-from,19364,0.25184524315905066,0.5794252744398006,0.8075855110504648,0.25184524315905066,6,0.2876,False,0.2876,50,widely_held_block,delegate_block
case-deploy-crypto.com-aave,432,0.34664273275224344,0.7381915154417487,0.8657530981012131,0.34664273275224344,6,0.3811,False,0.3811,50,widely_held_block,delegate_block
case-deploy-ethena-aave,466,0.27860258872832216,0.6981289362476206,0.8774450882333829,0.27860258872832216,5,0.3046,False,0.3046,50,widely_held_block,delegate_block
case-deploy-lido-aave,310,0.26664131939093555,0.6751791528077438,0.8612712411220128,0.26664131939093555,6,0.2982,False,0.2982,50,widely_held_block,delegate_block
case-deploy-upgrade-aave,239,0.6834904627148464,0.9159767510086916,0.9608148087465,0.6834904627148464,3,1.0,True,1.0,50,controlled,whale_control
case-deploy-whitelabel-aave,268,0.4160844837641452,0.8258592306072599,0.9040577913653748,0.4160844837641452,2,0.3996,False,0.3996,50,widely_held_block,delegate_block
case-deploy-whitelabel-aave-market,282,0.26925212123471365,0.6828406392947811,0.8705931736847605,0.26925212123471365,6,0.2986,False,0.2986,50,widely_held_block,delegate_block
case-deprecate-aave-amm-market,16979,0.1971630535412239,0.5876146061815859,0.8818816097359903,0.1971630535412239,6,0.2012,False,0.2012,50,widely_held_block,delegate_block
"case-deprecation-plan,-2023.10.03",14,0.45569055128380137,0.8153937471103236,0.9999684181579912,0.45569055128380137,5,0.5984,False,0.5984,14,widely_held_block,delegate_block
case-desactivation-aave-stable,16,0.5858047550594679,0.9971578545384328,0.9982217382506655,0.5858047550594679,2,1.0,True,1.0,16,controlled,whale_control
case-disable-stable-borrows,31,0.20658120232219937,0.5096896441135523,0.693629498889663,0.20658120232219937,7,0.2369,False,0.2369,31,widely_held_block,delegate_block
case-donation-support-people,200,0.4164688119660612,0.8243964778299715,0.8873328311797035,0.4164688119660612,3,0.4341,False,0.4341,50,widely_held_block,delegate_block
case-dynamic-borrow/deposit-rewards,186,0.4550792437553401,0.9511281719125491,0.9771228903403381,0.4550792437553401,3,0.3401,False,0.3401,50,widely_held_block,delegate_block
